"","YEAR","month","LATITUDE","LONGITUDE","SURF.TEMP","BOT.TEMP","BOT.SAL","SURF.CHLOR","BOT.OXY","effort","count","rscpue","BATHYMETRY","RUGOSITY","PLATFORM","PIPELINE","GRAVEL","MUD","ROCK","SAND","CARBON","REEF","PA","logrscpue","rand","Validate"
"8462",1999,10,27.27,-97.26,25.07,25.09,31.72,-1.96611285637283,6.2,26,2,0.07692308,20,3.00071981506503,0,0,0,67,9.99e-15,33,0.300000012,1,1,1.72551011656357,15,"TEST"
"17567",2013,11,29.9,-88.46,23.57,23.56,35.13,1.10525683138678,6.1,30,2,0.06666667,32,2.40694510831829,0,7.049097461,8.88e-15,74.74747467,4e-14,25.25252533,0.307287991,0,1,1.6094379524341,16,"TEST"
"3566",1992,11,28.17,-90.63,24.19,20.89,35.98,1.02961941718116,4.5,49,0,0,101,3.85227300102237,0,8.292344,6.148925304,82.34281158,18.80804443,7.84038353,1.166989803,0,0,0,17,"TEST"
"21545",2019,11,29.06,-84.9,23.95,23.6,36.01,-0.462035459596559,5,30,1,0.03333333,39,2.40694510831829,0,0,16.77300262,7.050139427,1.367166281,72.47960663,0.356387019,0,1,1.09861222200144,18,"TEST"
"21563",2019,10,29.76,-85.97,29.01,24.24,36.09,-1.71479842809193,4.7,30,0,0,39,2.09186406167839,0,0,13.8613863,-8.53e-14,0,84.15841675,0.349115878,0,0,0,19,"TEST"
"10698",2003,11,29.39,-88.77,24.45,24.35,35.53,2.84839168565528,4.2,12,21,1.75,44,3.55820113047182,0,0,1.15e-14,2.98e-13,0,97,0.972446024,0,1,4.66343909411207,20,"TEST"
"12826",2007,10,28.75,-91.32,28.14,28.04,33.78,-0.510825623765991,6.5,18,0,0,17,2.4932054526027,0,3.102219634,5.691159725,56.03268814,0,33.28012466,2.000558376,0,0,0,21,"TEST"
"20619",2018,10,25.27,-83.08,28.07,23.77,36.66,-4.60517018598809,5.8,30,0,0,56,2.09186406167839,0,0,20.2163372,19.88490486,2.1704216,58.53945541,1.593871236,0,0,0,22,"TEST"
"19231",2015,11,29.49,-92.94,23.07,24.39,33.53,1.39128190263093,5.7,30,0,0,14,2.4932054526027,2,0.617312957,25,50,4.42e-14,-8.53e-14,0.894596279,0,0,0,23,"TEST"
"8674",1999,11,29.15,-88.64,24.21,22.67,36.24,-2.99573227355399,5,40,0,0,144,4.45550941143368,0,0,17,59,0,24,1.186660767,0,0,0,24,"TEST"
"12823",2007,10,28.5,-91.15,28.31,28.24,35.38,-0.59783700075562,5.2,15,0,0,36,2.94968833505258,0,1.878000988,5.285617352,69.57447052,2.949506044,21.0622673,1.349419475,0,0,0,25,"TEST"
"16673",2012,10,28.83,-90.21,23.95,25.9,35.91,-0.210721031315653,5.9,30,20,0.6666667,26,2.64617479738412,2,2.101712472,1.383708835,70.95812225,0,23.1433239,1.838968992,0,1,3.71357211548479,26,"TEST"
"1175",1989,10,28.58,-90.87,26.78,27.4,34.98,-0.162518929497775,5,17,15,0.8823529,22,2.31253542384721,0,5.388694,4.626362324,62.59729004,0,32.32102585,0.851962447,0,1,3.98789408239872,28,"TEST"
"53",1988,10,27.55,-96.95,25.97,25.99,35.06,-1.27296567581289,7,28,10,0.357142857,29,2.71469474382088,0,0,1.44e-14,80,4.22e-14,17,0.899999976,0,1,3.11033565591083,29,"TEST"
"19894",2016,11,29.47,-85.16,22.36,24.05,35.16,-0.562118918153541,6,30,12,0.4,22,3.09557760852371,0,0,0,7.67e-13,0,100,3.049463749,0,1,3.2188758248682,32,"TEST"
"4254",1993,10,26.56,-97.21,27.67,27.89,35.08,-1.13943428318836,4.3,24,1,0.04166667,16,2.77881927199042,0,0,6,30,2.43e-15,66,0.400000006,0,1,1.25276302563822,33,"TEST"
"2438",1990,10,28.91,-90.44,28.13,28.28,34.03,0.810930216216329,6.8,30,0,0,16,2.64617479738412,3,17.27952,0,97,0,3,1.547271967,0,0,0,34,"TEST"
"19122",2015,10,26.89,-96.77,28.05,22.33,36.42,-1.46967597005894,4.4,30,2,0.06666667,75,3.3357695763397,0,3.548597689,1.69e-14,97,0,3,0.970595419,1,1,1.6094379524341,35,"TEST"
"20559",2017,11,28.56,-84.96,24.85,21.03,36.54,-2.12026353620009,3.5,30,0,0,73,3.3357695763397,0,0,18.70108032,14.44286442,0,67.91950989,0.508686006,1,0,0,38,"TEST"
"8148",1999,10,28.5,-90.55,26.92,27.73,35.9,0.148420005118273,5.3,30,13,0.4333333,42,3.26193531432865,1,2.327056,0,67,2.34e-13,33,0.667339385,0,1,3.29583679193025,39,"TEST"
"15099",2009,10,29.27,-93.49,24.16,24.14,32.76,2.2690283094652,6.2,30,0,0,14,1.80828877117927,0,1.004417307,3.71e-14,50,6.73e-14,50,0.749134541,0,0,0,40,"TEST"
"10116",2002,11,29.77,-88.21,24.15,25.33,35.68,0.841567185678219,4.2,21,9,0.4285714,37,1.80828877117927,0,0,7.28e-14,-4.9e-13,0,100,0.294000506,0,1,3.28519840362815,41,"TEST"
"6734",1996,11,28.56,-91.13,23.68,24.46,34.96,0.300104592450338,5.6,23,7,0.3043478,31,2.94968833505258,0,6.966824,7.11e-15,100,2.09e-13,-1.42e-14,1.22505331,0,1,2.95807547285187,42,"TEST"
"22071",2020,10,25.75,-81.82,28.38,28.38,35.04,-4.60517018598809,6,30,0,0,11,2.40694510831829,0,0,0,3.87e-13,0,100,0.300000012,0,0,0,43,"TEST"
"10023",2002,11,29.13,-92.95,24.85,24.85,33.29,0.955511445027436,5.6,46,0,0,21,1.41098697371026,0,3.338666448,23,77,3.4e-14,5.68e-14,0.633327305,0,0,0,44,"TEST"
"8478",1999,10,27.67,-97.15,22.75,22.74,30.58,-1.56064774826467,6.6,10,0,0,12,2.4932054526027,0,0,2.687295914,56.03495026,0,37.07394409,0.693487108,0,0,0,45,"TEST"
"10479",2003,10,27.05,-96.8,26.74,24.81,36.36,1.23547147138531,5.2,56,44,0.7857143,67,3.29953372788566,0,3.347435002,2.296767235,86.37198639,9.376924515,2.668433666,1.032520533,0,1,3.8741727991012,46,"TEST"
"22",1988,10,26.08,-97.05,26.68,26.66,36.23,-1.02165124753198,6.4,15,0,0,23,3.13983261752775,0,0,4.44e-15,27,0,73,0.400000006,0,0,0,47,"TEST"
"16083",2011,10,28.88,-89.39,25.83,28.18,35.76,1.20597080698861,5.7,30,50,1.666667,46,3.8308129500026,0,0,1.51e-14,10,0,90,1.25,3,1,4.61512071486104,49,"TEST"
"2821",1991,11,29.79,-88.2,21.71,21.44,35.15,-1.51412773262978,6.7,60,5,0.08333333,38,2.09186406167839,0,0,7.28e-14,-4.9e-13,0,100,0.294000506,0,1,1.79175943589472,50,"TEST"
"17517",2013,10,26.47,-82.2,27.83,27.66,34.28,1.57277392806251,6.2,30,0,0,8,2.09186406167839,0,0,10,60,3.48e-13,30,0.300000012,1,0,0,51,"TEST"
"12482",2006,11,29.57,-88.43,24.09,24.67,36.32,0.72270598280149,6.4,58,27,0.4655172,46,3.22286784613774,0,3.445099091,6.66e-14,50,8.44e-14,50,0.335066885,0,1,3.36491479066428,52,"TEST"
"6851",1997,10,28.97,-89.89,27.8,24.46,36.06,-1.96611285637283,1.1,18,3,0.1666667,37,3.18221184049661,0,7.50101,1.24e-14,100,1.48e-13,2.84e-14,2.366770744,0,1,2.39789545461654,53,"TEST"
"13918",2008,10,28.08,-94.94,27.18,27.25,36.32,0.131028262406404,5.3,30,1,0.03333333,63,2.83907846350861,0,0,10.69259167,49.13290405,2.495770693,37.72218323,0.904200971,0,1,1.09861222200144,54,"TEST"
"1174",1989,10,28.52,-90.58,26.47,27.63,36.11,1.93152141160321,5.8,23,0,0,35,3.00071981506503,0,1.54096,0,67,2.34e-13,33,0.667339385,0,0,0,55,"TEST"
"17787",2013,11,28.28,-90.94,24.8,24.5,35.86,-2.65926003693278,6.1,30,2,0.06666667,64,3.22286784613774,0,3.513271102,2.66e-14,100,6.48e-14,7.11e-15,0.962364316,0,1,1.6094379524341,57,"TEST"
"4502",1993,11,29.56,-88.5,22.95,22.63,35.3,-1.77195684193188,4.6,60,0,0,47,3.40452517175483,0,0,2.66e-15,82,1.36e-13,4,0.395078093,0,0,0,58,"TEST"
"4531",1993,10,28.79,-90.22,27.86,27.07,35.81,1.09192330051731,4.4,30,10,0.3333333,30,2.64617479738412,12,42.37201,1.383708835,70.95812225,0,23.1433239,1.838968992,2,1,3.04452234248532,59,"TEST"
"5222",1994,10,28.6,-92.82,25.43,25.49,35.43,-0.713349887877465,7.7,60,33,0.55,39,2.2082744135228,0,3.765385,27.6865387,47.15194702,3.945009947,26.33524132,0.858673573,0,1,3.52636052461616,61,"TEST"
"637",1988,10,27.39,-97.2,26.06,26.06,35.42,-1.51412773262978,6.8,20,2,0.1,20,3.00071981506503,0,0,0,95,2.46e-14,5,0.699999988,0,1,1.94591014905531,62,"TEST"
"19283",2015,11,29.47,-84.45,24.1,24.11,35.39,-0.198450938723838,6.5,30,1,0.03333333,24,2.09186406167839,0,0,75,4.55e-13,0,25,0.259748101,0,1,1.09861222200144,66,"TEST"
"22379",2021,10,29.42,-94.47,23.32,24.76,31.4,0.173953307123438,7.2,30,0,0,11,2.40694510831829,0,0,4.21e-14,66,6e-14,33,0.699999988,1,0,0,67,"TEST"
"1252",1989,10,26.02,-96.84,24.84,25.6,34.71,-0.616186139423817,6.6,19,9,0.4736842,39,2.4932054526027,0,0,1.95e-14,100,0,-1.78e-14,0.701006114,0,1,3.38171047252175,68,"TEST"
"22106",2021,10,27.87,-83.67,28.28,28.1,36.03,-4.60517018598809,5.9,30,0,0,39,2.40694510831829,0,0,8.88e-15,34,0,66,0.382327169,0,0,0,69,"TEST"
"22101",2020,10,28.24,-83.41,27.17,27.18,35.55,-4.60517018598809,6.2,30,0,0,24,2.09186406167839,0,0,13.6389513,7.961444378,2.608739614,71.4381485,0.359572798,0,0,0,70,"TEST"
"9141",2000,10,28.22,-95.24,26.37,25.92,36.59,-3.91202300542815,6.1,55,13,0.2363636,47,2.64617479738412,0,0,5.637718201,50.20240784,0.191260487,45.40987778,0.856427908,0,1,2.7200983959058,71,"TEST"
"8566",1999,11,28.73,-93.28,24.3,23.31,35.71,-3.2188758248682,6.1,55,34,0.6181818,28,2.31253542384721,0,0,31,28,0,42,0.885727346,0,1,3.63997561848415,72,"TEST"
"4335",1993,10,28.03,-94.76,26.31,23.63,36.32,-1.77195684193188,4.7,34,1,0.02941176,72,3.13983261752775,0,0,10.6824398,52.71421814,6.797758102,34.26422501,0.935519218,0,1,1.01693415552618,73,"TEST"
"18599",2015,10,29.89,-86.24,26.56,23.23,36.63,-1.20397280432594,5,30,0,0,55,3.26193531432865,0,0,6.060606003,2,0,89,0.100000001,0,0,0,75,"TEST"
"2320",1990,11,28.81,-92.95,24.31,24.87,34.96,-0.994252273343867,5.9,37,9,0.2432432,28,1.96009478404727,0,0,2.22e-15,-2.06e-13,0,100,0.718955934,0,1,2.74692418748604,76,"TEST"
"6644",1996,10,28.7,-94.39,24.31,24.78,34.03,0,5.7,30,13,0.4333333,30,2.40694510831829,0,0,8,42,0,44,0.854819715,0,1,3.29583679193025,77,"TEST"
"1071",1988,10,28.65,-91.37,27.44,27.45,34.33,-0.994252273343867,6.1,10,0,0,26,2.77881927199042,0,3.992333,5.067540169,64.25956726,0.470695585,24.23042488,1.684645891,0,0,0,78,"TEST"
"20493",2017,11,28.76,-91.54,23.64,24.31,32.91,-0.941608539858445,5.5,30,1,0.03333333,23,2.40694510831829,0,3.834623651,0,96,8.26e-14,3,1.728844643,0,1,1.09861222200144,79,"TEST"
"20631",2018,10,24.83,-83.1,28.23,24.19,36.64,-4.60517018598809,5.9,30,0,0,52,3.61361696961339,0,0,75,25,4.62e-13,-1.14e-13,1.90809679,0,0,0,80,"TEST"
"3427",1992,10,28.29,-95.39,25.74,25.49,35.56,-1.56064774826467,6.9,34,4,0.1176471,38,2.57261223020711,0,0,0,50,0,50,0.826199532,0,1,2.08676788834121,81,"TEST"
"6568",1996,10,27.07,-97.35,30.19,30.23,26.72,0.609765571620894,7.2,10,0,0,14,2.64617479738412,0,0,0,13,3.11e-15,87,0.300000012,0,0,0,82,"TEST"
"14943",2009,10,27.71,-96.73,27.98,28.45,35.15,1.07158361628019,4.2,30,101,3.366667,35,2.94968833505258,0,0,6.023106098,74.08253479,5.139076233,13.59061718,0.769955575,0,1,5.31320607756395,83,"TEST"
"20363",2017,10,26.64,-96.62,28.28,23.7,35.29,-0.400477566597125,5.3,30,0,0,84,3.71600812150219,0,0,0,83.5,0,16.5,0.909658015,0,0,0,84,"TEST"
"10010",2002,10,28.11,-93.15,26.52,19.3,36.43,-0.673344553263766,3.5,35,0,0,88,3.43720781918519,0,3.391279,0,100,8.93e-14,1.42e-14,0.984757066,0,0,0,85,"TEST"
"19882",2016,11,24.96,-81.96,24.78,24.79,36.01,0.405465108108164,6.5,30,1,0.03333333,19,1.41098697371026,0,0,25,25,2.2e-13,50,1.887128711,4,1,1.09861222200144,86,"TEST"
"2592",1991,10,27.36,-97.3,26.45,26.44,34.54,-1.56064774826467,6.6,10,3,0.3,13,2.57261223020711,0,0,0,7.5,0,92.5,0.300000012,1,1,2.94443897916644,87,"TEST"
"13237",2007,10,28.64,-93.76,24.77,24.76,35.56,0.797507195884188,5.9,14,0,0,34,2.71469474382088,0,0,19.2647419,40.84073639,2.824182272,40.39362335,0.912858248,0,0,0,88,"TEST"
"8690",1999,11,29.81,-88.09,22.4,22.33,35.5,-2.65926003693278,6.4,10,13,1.3,35,1.80828877117927,0,0,0,4.69e-13,3.74e-13,100,0.29816404,0,1,4.36944785246702,89,"TEST"
"5337",1994,11,29.84,-88.27,22.44,23.46,35.59,-0.693147180559945,5.9,60,5,0.08333333,36,2.31253542384721,0,0,2,14,7.11e-14,83,0.200000003,0,1,1.79175943589472,90,"TEST"
"16589",2011,10,28.51,-91.83,26.73,26.74,36.72,0.165514438477573,6.2,30,14,0.4666667,48,2.77881927199042,0,0,8.659157753,70.23722839,2.201810598,16.99978065,0.824313223,0,1,3.36729589895199,91,"TEST"
"11610",2005,10,29.02,-89.83,27.08,27.85,35.34,-2.65926003693278,3.5,22,0,0,36,3.18221184049661,1,25.16716629,8.88e-16,100,0,7.11e-15,1.916197181,0,0,0,92,"TEST"
"20613",2018,10,25.68,-83.59,27.99,25.35,36.58,-4.60517018598809,5.8,30,0,0,72,2.2082744135228,0,0,17.97209549,12.24899769,20.2292099,69.70779419,0.868188083,0,0,0,93,"TEST"
"13842",2008,10,26.26,-97.05,26.91,26.97,34.42,0.122217632724249,4.3,30,15,0.5,21,3.04927304048202,0,0,5,25,1.89e-15,72,0.300000012,0,1,3.43398720448515,95,"TEST"
"4285",1993,10,27.9,-96.45,26.95,27.78,35.96,-0.891598119283784,4,36,5,0.1388889,38,2.83907846350861,0,3.68947,2.757372618,69.02702332,5.26e-14,25.97868156,0.76947099,0,1,2.23359229293566,96,"TEST"
"4432",1993,11,28.23,-91.82,24.86,19.83,36.43,-1.71479842809193,4.2,60,0,0,72,2.64617479738412,0,0,14.17269135,65.9719696,24.83915329,21.00917435,1.118080497,0,0,0,97,"TEST"
"17906",2014,10,26.32,-82.13,28.03,28.03,35.67,-0.150822889734584,6,30,0,0,11,2.40694510831829,0,0,10,6.64e-13,0,30,1.568217993,0,0,0,98,"TEST"
"3169",1991,10,28.56,-90.68,27.51,27.48,34.97,-0.713349887877465,6.8,15,27,1.8,27,2.4932054526027,0,0,3.194205999,65.73351288,2.65e-13,29.4627285,0.73652041,0,1,4.69134788222914,99,"TEST"
"799",1988,11,28.86,-90.1,24.17,24.85,35.77,-0.478035800943,6.2,24,0,0,32,3.00071981506503,0,0,4.26e-14,95,0,4,2.466639757,0,0,0,100,"TEST"
"15061",2009,10,27.89,-94.15,27.44,21.4,36.5,1.18784342239605,4.7,30,1,0.03333333,107,3.61361696961339,0,6.620478273,10.58899403,54.20404053,30.37527847,34.73845291,0.834353566,0,1,1.09861222200144,101,"TEST"
"2375",1990,11,29.15,-90.06,20.09,20.12,31.37,0.198850858745165,6.9,19,0,0,9,2.2082744135228,0,0,0,45,0,53,3,1,0,0,103,"TEST"
"22160",2021,10,26.31,-82.46,27.9,27.89,35.6,-4.60517018598809,5.9,30,2,0.06666667,18,2.2082744135228,0,0,1.010100961,2.020201921,1.28e-13,96.96969604,0.926296055,0,1,1.6094379524341,104,"TEST"
"11103",2004,10,27.96,-94.61,27.4,19.28,36.43,-0.527632742082372,4.2,35,1,0.02857143,90,3.64021428213266,0,0,4.4e-14,7.82e-14,30,100,0.931803882,0,1,0.998528861690074,105,"TEST"
"20374",2017,10,26.12,-97.03,27.84,28.06,32.58,0.518793793415168,5.3,30,26,0.8666667,24,3.18221184049661,0,0,7.11e-15,60,0,39,0.5,0,1,3.97029195128797,106,"TEST"
"14117",2008,11,28.9,-89.12,22.59,24.86,36.08,1.56234630490025,5.7,30,0,0,95,4.55492896955134,0,3.01231552,0,100,0,-1.07e-13,1.10220027,0,0,0,107,"TEST"
"5341",1994,11,29.68,-88.09,22.71,23.77,36.16,-0.562118918153541,4.7,47,5,0.106383,38,1.96009478404727,0,0,10.21005726,13.98625374,1.972109556,84.45623016,0.224604011,0,1,1.99917735114745,108,"TEST"
"21944",2020,10,28.09,-95.05,26.51,25.45,35.76,-0.941608539858445,4.6,30,5,0.1666667,61,2.71469474382088,0,0,4.5,41.5,9.14e-14,46,0.893948197,0,1,2.39789545461654,109,"TEST"
"6582",1996,10,27.15,-96.66,31.05,31.5,32.1,-0.63487827243597,6.1,60,4,0.06666667,86,3.40452517175483,0,0,1.847887516,89.9909668,5.835855007,0.734082758,1.062027454,0,1,1.6094379524341,110,"TEST"
"2347",1990,11,28.7,-91.1,22.95,24.56,34.56,0.792992515529661,4.9,41,1,0.02439024,14,2.2082744135228,0,0,6.265176773,56.34525681,0,35.42620087,1.254628658,0,1,0.901548355087442,111,"TEST"
"3452",1992,10,28.06,-94.76,26.04,22.78,36.25,-2.52572864430826,6.4,34,1,0.02941176,67,2.89591193827178,0,0,50,50,1.31e-13,-3.55e-14,0.912232459,0,1,1.01693415552618,112,"TEST"
"17197",2012,10,28.37,-93.27,26.12,26.08,36.44,-0.867500567704723,6.1,31,17,0.5483871,54,2.83907846350861,0,8.407886362,0,100,1.9e-13,3.55e-14,0.968134761,0,1,3.52351017210065,113,"TEST"
"19287",2015,11,29.37,-84.94,24.01,24.02,35.36,-0.186329578191493,6.5,30,0,0,25,3.00071981506503,0,0,0,5.83e-13,0,100,1.725293875,0,0,0,114,"TEST"
"9382",2001,10,26.96,-97.07,24.72,26.34,35.47,-0.0943106794712413,5.7,33,7,0.2121212,36,2.64617479738412,0,0,3.173666477,69.39464569,4.365830421,19.3728981,0.876731575,0,1,2.61938451103642,116,"TEST"
"156",1988,11,28.11,-92.9,25.41,19.99,36.48,-2.12026353620009,5.2,45,0,0,85,3.26193531432865,0,0,50,50,0,2.13e-14,1.041477561,0,0,0,117,"TEST"
"2523",1991,11,29.85,-88.55,21.6,21.1,35.2,-1.34707364796661,6.6,32,55,1.71875,28,2.57261223020711,0,0,1.78e-15,73,0,26,0.400000006,0,1,4.64559210048701,118,"TEST"
"17486",2013,10,27.55,-84.08,27.98,20.98,36.56,-2.52572864430826,4.2,30,0,0,68,2.83907846350861,0,0,21.94775963,10.88174057,5.509901047,63.13419724,0.42194885,0,0,0,119,"TEST"
"22149",2021,10,25.24,-82.19,28.49,28.49,36.21,-4.60517018598809,2.7,30,0,0,25,2.09186406167839,0,0,1,1.00505054,4.76e-13,97.01485443,1.997614145,0,0,0,120,"TEST"
"9102",2000,10,27.72,-96.9,24.1,24.11,35.5,-2.40794560865187,6.3,41,2,0.04878049,25,3.13983261752775,0,0,7.237113476,67.25537872,1.282255173,18.54850006,0.652949989,0,1,1.36783233182053,121,"TEST"
"5272",1994,11,28.65,-91.23,24.25,24.38,34.37,-0.3147107448397,7.7,26,0,0,21,2.57261223020711,0,0,5.890816689,59.02628708,0,31.51991272,1.543014526,0,0,0,122,"TEST"
"19148",2015,10,28.67,-95.31,27.33,27.84,34.87,-0.941608539858445,4.6,30,77,2.566667,23,2.64617479738412,0,1.131165323,0,60,0,37,1,0,1,5.0434252459515,123,"TEST"
"2775",1991,11,28.71,-91.16,21.43,21.47,33,-0.385662480811985,7.4,43,0,0,14,2.2082744135228,0,3.917166,5.890816689,59.02628708,0,31.51991272,1.543014526,0,0,0,124,"TEST"
"11067",2004,10,28.33,-95.63,27.68,27.72,35.48,-0.356674943938732,5.2,44,1,0.02272727,28,2.09186406167839,1,8.888247162,5.324053288,57.03502274,0,36.80831146,0.892879188,0,1,0.86020119599234,125,"TEST"
"6179",1996,10,28.86,-90.8,26.96,26.96,28.71,0.104360015324243,6,10,0,0,15,2.4932054526027,1,8.468934,0,41,0,57,1.184540272,0,0,0,126,"TEST"
"13927",2008,10,28.69,-89.92,25.14,25.92,35.42,1.21787570949493,5.6,30,25,0.8333333,158,4.82108769221056,0,2.306181144,1,89,0,7,1.790364981,0,1,3.93182559350864,127,"TEST"
"18421",2014,10,28.33,-94.94,27.26,25.03,36.19,-1.34707364796661,5,30,49,1.633333,42,2.31253542384721,0,3.726381954,8.583498955,47.10998154,7.42e-14,42.472332,0.858244598,0,1,4.59511964811437,128,"TEST"
"18652",2015,10,25.34,-83.65,28.29,21,36.51,-2.30258509299405,4.8,30,0,0,76,2.2082744135228,0,0,0,7.11e-15,0,100,1.907187462,0,0,0,129,"TEST"
"21560",2019,10,29.68,-86.12,29.25,22.53,36.35,-1.46967597005894,4.6,30,0,0,47,2.31253542384721,0,0,5.351927757,16.66341972,7.055371284,79.36006165,0.249538332,0,0,0,130,"TEST"
"817",1988,11,29.41,-88.15,24.75,22.09,36.57,-1.51412773262978,5,32,0,0,62,3.18221184049661,1,0,1,7.525252342,0,90,0.100000001,0,0,0,133,"TEST"
"6839",1997,10,28.51,-90.74,27.25,24.55,36.11,-1.38629436111989,1.5,14,1,0.07142857,33,2.89591193827178,2,11.16393,3.247393131,72.45298004,2.104337215,22.64274025,0.625331163,0,1,1.66500774737269,134,"TEST"
"163",1988,11,29.13,-92.88,23.43,23.23,35.31,-0.891598119283784,6.5,42,3,0.071428571,21,1.41098697371026,0,0,65,1.02e-12,3.04e-14,35,0.593595326,0,1,1.66500775872405,135,"TEST"
"8573",1999,11,29.32,-93.28,22.52,22.55,33.29,-2.40794560865187,6.6,35,0,0,16,2.31253542384721,2,3.7794,27,-8.03e-13,1.14e-13,73,0.759973764,0,0,0,136,"TEST"
"19774",2016,10,28.12,-92.13,28.49,20.81,36.45,-2.12026353620009,4,30,0,0,85,3.09557760852371,0,0,21.20441437,57.88636398,34.83832932,25.06744385,1.165933967,0,0,0,137,"TEST"
"12326",2006,10,27.55,-96.72,27.5,26.95,36.09,0.512823626428664,5.7,54,26,0.4814815,49,3.22286784613774,0,6.371041469,5.345680714,79.12831879,5.024250984,8.853655815,0.832414925,0,1,3.39748683944034,138,"TEST"
"7936",1998,10,28.54,-90.68,28.46,27.73,35.05,-1.30933331998376,5.3,10,2,0.2,30,2.71469474382088,1,6.943665,3.247393131,72.45298004,2.104337215,22.64274025,0.625331163,0,1,2.56494935746154,139,"TEST"
"9908",2002,10,27.11,-96.95,27.07,27.92,35.7,-0.139262067333508,3.6,13,7,0.5384615,47,2.83907846350861,0,0,2.457752705,78.41164398,5.215744972,9.682642937,0.947576106,0,1,3.50578830125689,140,"TEST"
"22381",2021,10,29.53,-93.3,22.61,22.56,28.02,0.703097511413113,7.9,30,0,0,11,1.62924053973028,2,6.103354575,33.33333206,33.33333206,4.28e-14,33.33333206,0.880308092,0,0,0,141,"TEST"
"4339",1993,10,27.97,-94.49,26.56,22.83,36.29,-1.56064774826467,5.3,36,0,0,99,3.85227300102237,0,3.651939,9,7,100,74,0.919323087,0,0,0,142,"TEST"
"7662",1998,10,26.79,-97.29,27.36,27.32,34.01,-0.356674943938732,4.5,27,3,0.1111111,17,2.83907846350861,0,0,2.66e-15,35.5,3.55e-15,61.5,0.5,0,1,2.03688184030451,144,"TEST"
"17266",2012,11,25.19,-82.35,23.82,23.71,36.01,0.0861776962410524,6.4,30,0,0,30,2.31253542384721,0,0,23.87464523,10.50054741,0.964671135,68.68671417,2.057487488,0,0,0,145,"TEST"
"15885",2010,10,28.51,-95.7,25.92,27.77,34.59,0.285178942233662,4.5,30,0,0,21,2.83907846350861,0,8.064390831,2.59e-14,54.5,4.37e-14,43.5,0.600000024,0,0,0,146,"TEST"
"21116",2018,10,27.4,-96.41,28.12,22.33,36.43,-1.27296567581289,5.4,30,0,0,106,3.87328217711172,0,0,1.284896016,90.27524567,6.122364521,4.71795845,0.973588109,0,0,0,147,"TEST"
"4501",1993,11,29.6,-88.4,23.21,23.46,35.79,-1.71479842809193,4.4,55,2,0.03636364,42,2.4932054526027,0,0,6.66e-14,50,8.44e-14,50,0.335066885,1,1,1.15745285726247,148,"TEST"
